# Author(s); Coelho, Jose and Vanhoucke, Mario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Reference;Coelho, J., & Vanhoucke, M. (2020). Going to the core of hard resource-constrained project scheduling instances. Computers & Operations Research, 121, 104976. https://doi.org/10.1016/j.cor.2020.104976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Date; 2019/08/01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Hardware / software; STEVIN HPC-UGent infrastructure, C++, compiler intel/2017.02, Linux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Stop criteria(s);Several procedures and stop criteria, the last one with 20 hours. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Submission date; 2020/03/01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;Type;Value;Time;Solution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;heuristic;53;40;0;16;1;26;16;13;22;24;8;11;4;1;17;12;46;36;35;36;48;8;28;17;46;3;0;1;11;22;53;;;
64;lower bound;47;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;heuristic;75;60;0;5;44;0;0;48;35;22;24;56;33;11;1;14;14;72;62;41;52;27;43;48;27;7;6;14;12;3;75;;;
65;lower bound;71;60410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;heuristic;65;40;0;0;1;8;20;37;46;56;56;29;64;20;4;7;41;13;17;7;56;0;29;13;3;36;58;1;5;37;65;;;
66;lower bound;59;72000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;heuristic;65;40;0;9;17;9;0;25;24;38;19;25;10;3;0;47;45;44;57;57;38;24;10;29;57;37;58;38;34;47;65;;;
67;lower bound;60;3600400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;heuristic;57;40;0;0;1;2;22;3;27;0;29;29;11;47;38;19;45;15;40;34;1;34;47;45;15;1;11;5;40;39;57;;;
68;lower bound;55;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;heuristic;61;650;0;3;0;17;19;12;12;47;20;18;26;30;55;41;33;40;25;38;20;49;52;17;52;41;33;3;41;0;61;;;
69;lower bound;57;3600540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;heuristic;46;50;0;0;3;0;17;10;11;23;0;2;19;6;30;19;18;2;29;39;30;27;10;39;27;44;19;8;3;17;46;;;
70;lower bound;42;72000320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;heuristic;51;40;0;0;0;0;9;10;5;27;12;12;13;9;15;33;0;19;14;24;42;23;18;27;35;41;33;19;27;42;51;;;
71;lower bound;50;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;heuristic;44;50;0;0;7;12;13;19;0;8;21;34;40;43;23;13;25;34;24;13;24;35;21;13;33;25;9;35;5;1;44;;;
72;lower bound;42;3600370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;heuristic;55;1000;0;19;10;14;16;32;0;13;23;22;29;2;21;16;25;22;35;38;43;12;35;46;48;0;14;2;0;12;55;;;
73;lower bound;48;72000340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;heuristic;49;50;0;5;9;0;14;6;6;5;24;36;17;28;36;34;45;48;36;28;44;26;26;19;6;13;19;41;7;14;5;49;;
74;lower bound;48;72000210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;heuristic;57;50;0;14;10;17;2;0;2;18;11;11;0;13;2;19;26;35;10;14;43;27;27;46;37;44;37;19;45;27;54;57;;
75;lower bound;56;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;heuristic;60;460;0;0;7;1;25;38;0;17;41;19;30;16;34;33;50;9;37;39;16;0;10;53;25;38;46;34;8;1;50;60;;
76;lower bound;59;60420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;heuristic;67;470;0;0;10;18;9;1;9;23;20;23;38;22;48;50;57;15;31;48;23;55;1;10;62;18;15;31;29;40;0;67;;
77;lower bound;64;3600390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;heuristic;57;40;0;6;0;11;22;10;22;35;1;18;13;4;32;30;50;18;26;0;0;50;41;32;42;40;48;39;39;26;30;57;;
78;lower bound;54;3600300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;heuristic;63;40;0;5;14;17;0;40;45;4;54;52;52;30;40;21;55;49;45;52;40;0;0;54;13;29;5;31;5;19;14;63;;
79;lower bound;62;72000190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;heuristic;72;50;0;14;29;9;35;0;34;36;57;35;7;0;14;19;67;66;50;57;43;67;66;40;36;23;29;6;29;11;49;72;;
80;lower bound;71;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;heuristic;50;50;0;0;5;20;23;33;0;36;5;10;14;9;41;29;17;38;10;46;0;30;38;24;8;38;29;8;14;20;33;50;;
81;lower bound;48;3600490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;heuristic;54;40;0;1;2;18;0;2;5;20;15;41;18;15;1;30;32;47;38;29;35;13;20;30;27;14;7;5;7;0;1;54;;
82;lower bound;52;72000250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;heuristic;65;490;0;0;1;7;17;26;35;37;45;46;53;0;55;18;46;7;2;39;59;11;55;18;16;35;7;53;25;2;43;65;;
83;lower bound;63;72000300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;heuristic;74;1000;0;0;1;0;0;8;3;2;16;8;10;44;41;66;53;56;28;53;66;32;17;56;17;27;44;16;17;23;23;74;;
84;lower bound;69;3600350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;heuristic;58;40;0;9;0;6;17;39;35;11;0;17;27;31;29;39;7;7;0;27;55;39;53;46;16;49;53;12;46;12;16;58;;
85;lower bound;54;72000150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;heuristic;51;50;0;0;0;0;0;5;5;5;2;8;0;0;1;15;15;15;25;17;24;35;24;41;50;33;17;26;26;15;36;51;;
86;lower bound;49;72000290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;heuristic;55;60;0;0;3;3;3;8;0;22;41;36;24;26;32;17;36;29;24;32;40;40;17;26;41;32;13;39;47;52;47;55;;
87;lower bound;54;72000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;heuristic;57;60;0;5;8;0;0;0;3;17;6;2;10;26;28;9;32;31;39;28;25;33;53;54;39;46;43;42;20;46;17;57;;
88;lower bound;54;60250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;heuristic;68;60;0;0;0;10;34;9;32;10;29;19;0;23;23;53;16;2;43;35;2;1;35;53;43;53;62;62;43;59;19;68;;
89;lower bound;64;3600010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;heuristic;54;60;0;33;8;34;17;0;34;36;44;39;36;17;23;8;53;53;45;45;33;29;23;35;24;18;0;10;22;10;0;54;;
90;lower bound;49;3600490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;heuristic;54;50;0;7;7;15;5;8;13;19;25;13;18;0;1;0;6;51;45;13;52;35;8;35;35;25;43;45;28;25;3;54;;
91;lower bound;46;60350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;heuristic;50;72000000;0;0;5;9;17;1;23;19;27;1;0;11;13;28;39;45;19;12;27;25;7;40;30;36;40;32;13;30;10;50;;
92;lower bound;49;3600420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;heuristic;44;50;0;2;4;4;16;10;18;0;5;24;0;25;14;40;28;7;19;18;8;6;25;33;34;35;41;11;35;9;41;44;;
93;lower bound;40;3600400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;heuristic;64;50;0;7;8;11;0;0;0;25;14;24;15;17;17;30;36;34;58;32;31;42;54;52;47;34;58;47;43;25;45;55;64;
94;lower bound;62;72000190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;heuristic;80;1000;0;0;4;11;47;10;28;26;40;64;21;3;21;2;0;73;21;59;52;58;36;31;64;5;34;40;52;11;10;0;80;
95;lower bound;79;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;heuristic;64;50;0;0;4;6;24;7;0;5;13;9;31;37;43;41;37;22;51;15;63;51;24;50;60;31;59;6;60;31;13;15;64;
96;lower bound;62;72000230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;heuristic;62;50;0;1;17;6;3;1;6;12;10;21;9;26;28;47;34;47;26;17;44;10;0;54;52;47;53;55;12;34;53;44;62;
97;lower bound;56;60280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;heuristic;49;1000;0;7;0;0;17;8;12;19;0;10;9;19;19;28;22;23;8;23;21;10;14;39;38;32;40;28;12;32;10;37;49;
98;lower bound;45;3600000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;heuristic;74;50;0;4;19;24;8;4;32;48;52;0;72;44;62;72;53;47;62;14;23;53;35;4;11;43;0;4;38;33;28;32;74;
99;lower bound;69;3600360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;heuristic;68;1000;0;6;6;19;11;6;26;9;0;0;44;46;19;21;9;52;55;32;32;52;9;25;34;61;62;52;55;62;44;34;68;
